id,license,categories,tags,funders,count_references,count_files
13649693,In Copyright,['Public Health and Health Services not elsewhere classified'],"['LGBTIQA+', 'Youth', 'South Australia', 'Education', 'School', 'TAFE', 'University', 'Mental Health', 'Wellbeing', 'Lesbian', 'Gay', 'Bisexual', 'Pansexual', 'Queer', 'Trans', 'Transgender', 'Gender Diverse', 'Asexual']",[],0,1
15159393,CC BY 4.0,['Public Health and Health Services not elsewhere classified'],"['Race', 'variables', 'antiracist', 'public health']",[],0,1
7586939,In Copyright,['Public Health and Health Services not elsewhere classified'],"[""children's independent mobility"", 'physical activity', 'parenting', 'parental fear', 'child health']","[{'id': 7586939, 'funder_name': None}]",0,1
13315283,CC BY 4.0,['Public Health and Health Services not elsewhere classified'],"['wellness policy', 'legal epidemiology', 'school nutrition', 'physical activity']","[{'id': 13315283, 'funder_name': None}]",0,1
15261711,CC BY-SA 4.0,"['Database Management', 'Data Structures', 'Data Communications', 'Data Format', 'Genomics', 'Public Health and Health Services not elsewhere classified', 'Environmental Impact Assessment']","['data', 'stardit', 'public involvement', 'research', 'reporting', 'impact', 'outcomes']",[],0,1
18054776,In Copyright,"['Health Policy', 'Health and Community Services', 'Public Health and Health Services not elsewhere classified']","['policy change', 'systems change', 'environmental change', 'health', 'programs', 'communities', 'organizations', 'health inequities']","[{'id': 18054776, 'funder_name': None}, {'id': 18054776, 'funder_name': None}]",0,1
13331405,In Copyright,['Public Health and Health Services not elsewhere classified'],"['digital media', 'addiction']",[],0,0
12980831,CC BY-ND 4.0,"['Health Policy', 'Public Policy', 'Social Policy', 'Research, Science and Technology Policy', 'Public Health and Health Services not elsewhere classified']","['Evidence', 'Policy', 'COVID-19', 'Tracker', 'Policy making']",[],0,1
13346609,CC BY 4.0,['Public Health and Health Services not elsewhere classified'],"['sexual health', 'gender']",[],0,1
20076200,CQUniversity Open Access 1.0,['Public Health and Health Services not elsewhere classified'],"['Aboriginal and Torres Strait Islander people', 'Domestic violence', 'Family violence']","[{'id': 20076200, 'funder_name': None}]",0,1
14452587,In Copyright,"['Health Promotion', 'Public Health and Health Services not elsewhere classified']","['young people', 'adolescents', 'Victoria', 'Australia', 'HIV', 'STIs', 'HPV', 'LGBTQIA+', 'Aboriginal Torres Strait Islander', 'sexual health', 'relationships and sexuality education', 'sex education', 'hepatitis', 'sexual health knowledge', 'rural']","[{'id': 14452587, 'funder_name': None}]",0,1
19701715,In Copyright,['Public Health and Health Services not elsewhere classified'],"['Health and social wellbeing', 'sex workers', 'sexual health', 'mental health', 'Victoria', 'Australia']","[{'id': 19701715, 'funder_name': None}]",0,1
19105496,CC BY 4.0,"['Public Nutrition Intervention', 'Public Health and Health Services not elsewhere classified', 'Public Policy']","['Junk food -- Health aspects', 'Unhealthy Food Advertising', 'unhealthy food and beverages', 'marketing to children']",[],0,1
16823335,CC BY 4.0,"['Public Health and Health Services not elsewhere classified', 'Health Promotion', 'Health and Community Services', 'Environmental and Occupational Health and Safety']","['health justice', 'Social Determination of Health', 'environmental conditions', 'inequities and inequalities in health']",[],0,1
13464497,CQUniversity General 1.0,"['Aboriginal and Torres Strait Islander Health', 'Solid Tumours', 'Public Health and Health Services not elsewhere classified']","['Cancer', 'Leukaemia', 'Head and neck']","[{'id': 13464497, 'funder_name': None}]",0,0
13323155,In Copyright,['Public Health and Health Services not elsewhere classified'],"['smoking cessation', 'tobacco cessation', 'tobacco interventions', 'smoking cessation interventions', 'illicit drug users', 'pharmacotherapy', 'counselling']",[],0,0
13611491,In Copyright,['Public Health and Health Services not elsewhere classified'],"['LGBT', 'LGBTQA', 'Lesbian', 'Gay', 'Bisexual', 'Trans', 'Transgender', 'Gender Diverse', 'Asexual', 'Pansexual', 'Queer', 'Homophobia', 'Transphobia', 'ARCSHS', 'Public Health', 'Activism', 'Community', 'Young People', 'School', 'Education', 'TAFE', 'University', 'Workplace', 'Bullying', 'Harrasment', 'Homeslessnes', 'Youth', 'Victoria']",[],0,1
12793466,In Copyright,['Public Health and Health Services not elsewhere classified'],"['LGBTIQ', 'Health', 'Wellbeing', 'Lesbian', 'Gay', 'Bisexual', 'Transgender', 'Intersex', 'Queer']","[{'id': 12793466, 'funder_name': None}]",0,1
20076263,CQUniversity General 1.0,['Public Health and Health Services not elsewhere classified'],"['Domestic violence', 'Family violence', 'Women', 'Children', 'Relationships Australia']","[{'id': 20076263, 'funder_name': None}]",0,1
12502283,CC BY-NC-SA 4.0,['Public Health and Health Services not elsewhere classified'],"['Food-EPI', 'INFORMAS']",[],0,1
12476171,CC BY 4.0,['Public Health and Health Services not elsewhere classified'],"['INFORMAS', 'FOOD-EPI']",[],0,1
13082684,In Copyright,"['Rehabilitation and Therapy (excl. Physiotherapy)', 'Public Health and Health Services not elsewhere classified']","['Royal Australian Air Force', 'Australian Army', 'Royal Australian Navy', 'Australian Defence Force', 'Military', 'Hospitable space', 'Rehabilitation', 'Therapy', 'Sacred spaces', 'Pastoral spaces']",[],0,1
12504134,CC BY-NC-SA 4.0,['Public Health and Health Services not elsewhere classified'],"['Food-EPI', 'INFORMAS']",[],0,1
19288376,In Copyright,"['Health Care', 'Health Promotion', 'Health and Community Services', 'Health Information Systems (incl. Surveillance)', 'Primary Health Care', 'Preventive Medicine', 'Public Health and Health Services not elsewhere classified', 'Counselling, Welfare and Community Services', 'Fertility', 'Gender Specific Studies', 'Health Policy', 'Criminal Law and Procedure', 'Disability Studies', 'Feminist Theory', 'Gender studies', 'Gender, Sexuality and Education', 'Human Rights Law', 'Human Rights and Justice Issues', 'Religion and Society']","['Annual Report', 'Australian Research Centre in Sex, Health and Society', 'La Trobe University']",[],0,1
13277813,In Copyright,"['Respiratory Diseases', 'Public Health and Health Services not elsewhere classified']","['Military', 'Defence Force', 'Army', 'Navy', 'Air Force', 'COVID-19']",[],0,1
16968478,CC BY 4.0,"['Public Health and Health Services not elsewhere classified', 'Public Nutrition Intervention']","['food environments', 'marketing', 'policy', 'food composition', 'labelling', 'public health nutrition']","[{'id': 16968478, 'funder_name': None}, {'id': 16968478, 'funder_name': None}]",0,1
20191112,In Copyright,"['Education Policy', 'Gender Specific Studies', 'Family and Household Studies', 'Public Policy', 'Social Change', 'Social Policy', 'Diseases', 'Epidemiology', 'Health Care', 'Health Promotion', 'Primary Health Care', 'Public Health and Health Services not elsewhere classified', 'Venereology']","['sexual health', 'sexual literacy', 'sex education', 'sex ed', 'STIs', 'sexually transmitted infections', 'sexually transmitted diseases', 'youth sex ed', 'youth sexual health', 'consent', 'consent education', 'healthy sexuality', 'online sex education']",[],0,1
12731144,In Copyright,"['Public Health and Health Services not elsewhere classified', 'Psychology not elsewhere classified']","['policy', 'autism', 'young adults', 'mental health', 'children', 'education', 'employment']","[{'id': 12731144, 'funder_name': None}]",0,1
19701799,In Copyright,['Public Health and Health Services not elsewhere classified'],"['Health and social wellbeing', 'sex workers', 'sexual health', 'mental health', 'Victoria', 'Australia']","[{'id': 19701799, 'funder_name': None}]",0,1
13433360,CQUniversity General 1.0,['Public Health and Health Services not elsewhere classified'],"['HAIL project', 'Housing and Independent Living', 'Older people', 'Housing modification', 'New South Wales']","[{'id': 13433360, 'funder_name': None}]",0,0
16861954,In Copyright,"['Ecological Impacts of Climate Change', 'Natural Hazards', 'Health and Community Services', 'Public Health and Health Services not elsewhere classified', 'Applied Sociology, Program Evaluation and Social Impact Assessment']","['social vulnerability', 'classification', 'performance assessment', 'decision tree-based methods']",[],0,1
13439963,CQUniversity General 1.0,['Public Health and Health Services not elsewhere classified'],['Domestic violence'],[],0,0
7016126,In Copyright,['Public Health and Health Services not elsewhere classified'],"['alcohol', 'harm to others', 'technical report']",[],0,1
20288994,CQUniversity General 1.0,['Public Health and Health Services not elsewhere classified'],"['Domestic violence', 'Domestic and family violence', 'QPS']","[{'id': 20288994, 'funder_name': None}]",0,0
12476177,CC BY 4.0,['Public Health and Health Services not elsewhere classified'],"['Food-EPI', 'INFORMAS']",[],0,1
18054395,In Copyright,"['Public Health and Health Services not elsewhere classified', 'Health and Community Services', 'Health Policy']","['policy change', 'systems change', 'environmental change', 'technical assistance', 'resources', 'action steps', 'tool']","[{'id': 18054395, 'funder_name': None}, {'id': 18054395, 'funder_name': None}]",0,1
13293827,In Copyright,"['Rehabilitation and Therapy (excl. Physiotherapy)', 'Public Health and Health Services not elsewhere classified']","['Australian Defence Force', 'Royal Australian Air Force', 'Military', 'Safe Spaces', 'Rehabilitation', 'Chaplaincy', 'Pastoral Care', 'Spiritual Care']",[],0,1
17169089,In Copyright,"['Public Health and Health Services not elsewhere classified', 'Health Care Administration', 'Health Policy']","['quality improvement projects', 'Social media use', 'Consumer engagement', 'Public hospitals', 'Service design innovation']","[{'id': 17169089, 'funder_name': None}]",0,1
18047966,In Copyright,"['Public Health and Health Services not elsewhere classified', 'Health and Community Services', 'Health Policy']","['policy change', 'systems change', 'environmental change', 'implementation', 'sustainability', 'systems thinking', 'communications', 'constituency building', 'capacity building', 'infrastructure']","[{'id': 18047966, 'funder_name': None}, {'id': 18047966, 'funder_name': None}]",0,1
13143212,CC BY 4.0,['Public Health and Health Services not elsewhere classified'],"['Engagement', 'Community Engagement', 'Virtual Engagement']",[],0,1
13459013,CQUniversity General 1.0,"['Health Care Administration', 'Public Health and Health Services not elsewhere classified']",['Leukaemia'],"[{'id': 13459013, 'funder_name': None}]",0,0
20064761,CQUniversity General 1.0,['Public Health and Health Services not elsewhere classified'],"['Sexual assault', 'Sexual violence', 'Women']","[{'id': 20064761, 'funder_name': None}]",0,1
13450085,All Rights Reserved 1.0,"['Medicine, Nursing and Health Curriculum and Pedagogy', 'Public Health and Health Services not elsewhere classified']","['social accountability', 'health professional education']","[{'id': 13450085, 'funder_name': None}]",0,0
13345196,CC BY 4.0,"['Public Health and Health Services not elsewhere classified', 'Public Nutrition Intervention']",['INFORMAS Public Sector'],[],0,1
18046424,In Copyright,"['Public Health and Health Services not elsewhere classified', 'Health and Community Services', 'Health Policy']","['policy change', 'systems change', 'environmental change', 'strategy development', 'engagement', 'adoption', 'implementation', 'institutionalization', 'expansion', 'systems thinking']","[{'id': 18046424, 'funder_name': None}, {'id': 18046424, 'funder_name': None}]",0,1
16924351,In Copyright,"['Public Health and Health Services not elsewhere classified', 'Cancer', 'Preventive Medicine', 'Health and Community Services']","['global health', 'partnership', 'Senegal', 'rural', 'cancer', 'cervical cancer', 'prevention', 'assessment']","[{'id': 16924351, 'funder_name': None}, {'id': 16924351, 'funder_name': None}]",0,1
16416801,CC BY-NC 4.0,['Public Health and Health Services not elsewhere classified'],"['intimate partner violence', 'Covid-19', 'Safety Planning']",[],0,1
13157720,CC BY 4.0,['Public Health and Health Services not elsewhere classified'],"['public health', 'Community Engagement', 'Health justice', 'anti-racist']",[],0,1
13653149,CC BY 4.0,"['Public Health and Health Services not elsewhere classified', 'Education', 'Law', 'Law and Legal Studies not elsewhere classified']","['Legal epidemiology', 'COVID-19', 'State Law', 'Vaccines', 'Schools']","[{'id': 13653149, 'funder_name': None}]",0,1
13647926,In Copyright,['Public Health and Health Services not elsewhere classified'],"['LGBT', 'LGBTQA+', 'Youth']",[],0,1
19686468,In Copyright,['Public Health and Health Services not elsewhere classified'],"['Racial Equity', 'institutional transformation', 'Public health']",[],0,1
14120567,CC BY 4.0,"['Endocrinology', 'Health Care', 'Primary Health Care', 'Public Health and Health Services not elsewhere classified', 'Diseases']","['living guidelines', 'consumer involvement', 'consumer engagement', 'diabetes', 'research']",[],0,1
7723232,CC BY 4.0,"['Public Health and Health Services not elsewhere classified', 'Building not elsewhere classified', 'Toxicology']","['Methamphetamine', '""Meth Report""', 'Sir Peter Gluckman', 'Standards', 'Contamination']",[],0,1
18048578,In Copyright,"['Public Health and Health Services not elsewhere classified', 'Health and Community Services', 'Health Policy']","['policy change', 'systems change', 'environmental change', 'technical assistance', 'strategy development', 'engagement', 'adoption', 'implementation', 'institutionalization', 'expansion']","[{'id': 18048578, 'funder_name': None}, {'id': 18048578, 'funder_name': None}]",0,1
13416926,CQUniversity General 1.0,"['Medical and Health Sciences not elsewhere classified', 'Public Health and Health Services not elsewhere classified', 'Cancer Diagnosis']","['School', 'Acute lymphoblastic leukaemia', 'Paediatrics', 'Psycho-social', 'Support']","[{'id': 13416926, 'funder_name': None}]",0,1
13653143,CC BY 4.0,"['Public Health and Health Services not elsewhere classified', 'Nutrition and Dietetics not elsewhere classified']","['USDA', 'School Meals', 'State Law', 'Legal epidemiology']","[{'id': 13653143, 'funder_name': None}, {'id': 13653143, 'funder_name': None}]",0,1
13452692,CQUniversity General 1.0,"['Public Health and Health Services not elsewhere classified', 'Education systems not elsewhere classified', 'Engineering Design not elsewhere classified']","['Community of practice', 'Curriculum', 'Graduate outcomes', 'Health', 'Industry', 'Interdisciplinary', 'Learning', 'Occupational health and safety', 'Profession']","[{'id': 13452692, 'funder_name': None}]",0,1
16632754,CC BY-ND 4.0,['Public Health and Health Services not elsewhere classified'],"['Covid-19', 'Masks', 'Medical mask', 'N95', 'Border workers', 'Essential workers', 'Mask use']",[],0,1
16924396,In Copyright,"['Community Planning', 'Land Use and Environmental Planning', 'Urban Design', 'Urban and Regional Planning not elsewhere classified', 'Public Health and Health Services not elsewhere classified', 'Health and Community Services']","['coalition building', 'capacity building', 'urban parks', 'park safety', 'park facilities', 'training', 'park advisory councils', 'playground renovations', 'park programming']","[{'id': 16924396, 'funder_name': 'National Center for Chronic Disease Prevention and Health Promotion'}]",0,1
13647860,In Copyright,['Public Health and Health Services not elsewhere classified'],"['LGBT', 'LGBTIQA', 'Lesbian', 'Gay', 'Bisexual', 'Trans', 'Transgender', 'Gender Diverse', 'Asexual', 'Pansexual', 'Queer', 'Homophobia', 'Transphobia', 'ARCSHS', 'Public Health', 'Activism', 'Community', 'TAFE', 'University', 'Workplace', 'Bullying', 'Harrasment', 'homelessness', 'Youth', 'Australia']",[],0,1
13647938,In Copyright,['Public Health and Health Services not elsewhere classified'],"['LGBT', 'LGBTQA+', 'Youth', 'School', 'Education', 'University', 'Workplace', 'Homophobia', 'Transphobia', 'Biphobia', 'Lesbian', 'Gay', 'Bisexual', 'Pansexual', 'Queer', 'Asexual', 'Trans', 'Transgender', 'Gender Diverse', 'Mental Health', 'Wellbeing']",[],0,1
7070297,In Copyright,"['Professional Ethics (incl. police and research ethics)', 'Public Health and Health Services not elsewhere classified']","['Internet research', 'social media', 'internet', 'research participants', 'recruitment', 'retention', 'tracing', 'research ethics', 'research ethics issues', 'human research ethics committee', 'research ethics committee', 'Institutional Review Board', 'Ethical Issues', 'ethics']","[{'id': 7070297, 'funder_name': None}]",0,1
17118662,CC BY 4.0,"['Public Health and Health Services not elsewhere classified', 'Nutrition and Dietetics not elsewhere classified']","['food environments', 'New Zealand']","[{'id': 17118662, 'funder_name': None}]",0,1
12618989,In Copyright,['Public Health and Health Services not elsewhere classified'],"['COVID-19', 'LGBTIQ', 'Health', 'LGBT health']",[],0,1
13244834,In Copyright,"['Rehabilitation and Therapy (excl. Physiotherapy)', 'Public Health and Health Services not elsewhere classified']","['military', 'defence members', 'spiritual care', 'chaplains', 'sense of the sacred']",[],0,1
7016129,In Copyright,['Public Health and Health Services not elsewhere classified'],"['alcohol', 'harm to others']",[],0,1
13693678,CC BY-NC 4.0,"['Transport Planning', 'Engineering Systems Design', 'Community Planning', 'Transport Economics', 'Air Transportation and Freight Services', 'Transportation and Freight Services not elsewhere classified', 'Non-automotive Combustion and Fuel Engineering (incl. Alternative/Renewable Fuels)', 'Transport Engineering', 'Automotive Engineering not elsewhere classified', 'Public Health and Health Services not elsewhere classified', 'Social and Community Informatics']","['Transportation Electrification', 'Electric vehicles (EVs)', 'Electric vehicle charging station (EVCS)', 'Electric Vehicle Charging Station', 'policy guidelines']",[],0,1
13446668,CQUniversity Open Access 1.0,['Health Promotion'],"['Fitness', 'Pregnancy']",[],0,0
13444775,CQUniversity Open Access 1.0,"['Health Economics', 'Health Promotion']","['Gambling', 'Tasmania', 'Social impact of gambling', 'Economic impacts', 'Government policy']","[{'id': 13444775, 'funder_name': None}]",0,0
13446647,CQUniversity Open Access 1.0,['Health Promotion'],"['Pregnancy', 'Exercise']",[],0,0
13450031,CQUniversity Open Access 1.0,"['Aboriginal and Torres Strait Islander Health', 'Mental Health', 'Health Promotion']","['Aboriginal Australians', 'Torres Strait Islander people', 'Indigenous Australians', 'Literature review', 'Social wellbeing', 'Emotional wellbeing', 'Workforce requirements', 'Implementation']","[{'id': 13450031, 'funder_name': None}]",0,0
13457465,CQUniversity General 1.0,['Health Promotion'],"['10,000 steps', 'Physical activity', 'Primary schools']","[{'id': 13457465, 'funder_name': None}]",0,3
17035850,CC BY 4.0,"['Environmental and Occupational Health and Safety', 'Health Policy', 'Community Planning', 'Health and Community Services', 'Health Promotion']","['informal work', 'healthy work', 'community-based participatory research', 'policy analysis']","[{'id': 17035850, 'funder_name': None}]",0,1
13441124,CQUniversity General 1.0,['Health Promotion'],"['10,000 steps', 'Physical activity', 'Website']","[{'id': 13441124, 'funder_name': None}]",0,1
19372769,CC BY 4.0,"['Pacific Peoples Health', 'Health Care', 'Health Promotion', 'Maori Health', 'Community Child Health', 'Health Policy']","['Healthier Lives', 'National Science Challenge', 'Policy', 'Inventory']","[{'id': 19372769, 'funder_name': None}]",0,1
13437107,CQUniversity General 1.0,['Health Promotion'],"['10,000 steps', 'Physical activity', 'Indigenous']","[{'id': 13437107, 'funder_name': None}]",0,1
7464827,In Copyright,['Health Promotion'],"['pharmacy students', 'pharmacy services', 'holistic care']",[],0,1
13438565,CQUniversity General 1.0,['Health Promotion'],"['10,000 steps', 'Physical activity', 'Awareness']","[{'id': 13438565, 'funder_name': None}]",0,9
13446653,CC BY 3.0,['Health Promotion'],"['Pregnancy', 'Exercise']",[],0,0
18040811,In Copyright,"['Public Nutrition Intervention', 'Health Policy', 'Health Promotion', 'Health Economics', 'Health and Community Services']","['retail food environment', 'measurement', 'environmental audit', 'inter-rater reliability', 'nutrition', 'Sugar-sweetened beverages (SSBs)']","[{'id': 18040811, 'funder_name': None}]",0,1
12870686,CC BY 4.0,['Health Promotion'],"['active travel', 'active school travel', 'built environment', 'covid-19', 'health promotion']","[{'id': 12870686, 'funder_name': None}]",0,1
13393844,CQUniversity General 1.0,"['Health Economics', 'Health Promotion']","['Gambling', 'Social Cost', 'Harm', 'Impact']","[{'id': 13393844, 'funder_name': None}]",0,0
16918951,In Copyright,"['Neurology and Neuromuscular Diseases', 'Behavioral Neuroscience', 'Central Nervous System', 'Health Care', 'Health Counselling', 'Health Promotion', 'Health and Community Services']","['epilepsy', 'underserved', 'self-management', 'health literacy', 'seizure', 'quality of life']","[{'id': 16918951, 'funder_name': None}, {'id': 16918951, 'funder_name': None}]",0,1
13461527,CQUniversity General 1.0,['Health Promotion'],"['10,000 steps', 'Physical activity', 'Primary schools']","[{'id': 13461527, 'funder_name': None}]",0,1
13438154,CQUniversity General 1.0,"['Emergency Medicine', 'Health Promotion', 'Epidemiology']","['Paramedic', 'Ambulance']",[],0,0
13463942,CQUniversity General 1.0,['Health Promotion'],"['10,000 steps', 'Physical activity', 'Impact']","[{'id': 13463942, 'funder_name': None}]",0,3
13395776,CC BY-NC-ND 4.0,"['Health Economics', 'Health Promotion']","['Gambling', 'Risk-taking', 'Social Cost', 'Victoria']","[{'id': 13395776, 'funder_name': None}]",0,3
16919080,In Copyright,"['Public Nutrition Intervention', 'Health Policy', 'Health Promotion', 'Health Economics', 'Health and Community Services']","['USDA', 'Supplemental Nutrition Assistance Program (SNAP)', 'staple foods', 'food stores']","[{'id': 16919080, 'funder_name': None}, {'id': 16919080, 'funder_name': None}]",0,1
13457444,CQUniversity General 1.0,['Health Promotion'],"['10,000 steps', 'Physical activity', 'Workplaces']","[{'id': 13457444, 'funder_name': None}]",0,3
13437113,CQUniversity General 1.0,['Health Promotion'],"['10,000 steps', 'Physical activity', 'Website']","[{'id': 13437113, 'funder_name': None}]",0,1
13465505,CQUniversity General 1.0,['Health Promotion'],"['10,000 steps', 'Physical activity', 'Interventions']","[{'id': 13465505, 'funder_name': None}]",0,3
16783768,In Copyright,"['Community Child Health', 'Health Promotion', 'Health and Community Services', 'Paediatrics', 'Preventive Medicine', 'Education Policy', 'Health Policy']","['state law', 'vaccination', 'legal epidemiology']","[{'id': 16783768, 'funder_name': None}]",0,2
13393859,CQUniversity General 1.0,"['Health Promotion', 'Exercise Physiology', 'Sports Medicine']","['Pregnancy', 'Physical Activity', 'Exercise', 'Postpartum']",[],0,0
13463972,CQUniversity General 1.0,['Health Promotion'],"['10,000 steps', 'Physical activity', 'Primary schools']","[{'id': 13463972, 'funder_name': None}]",0,3
13441085,CQUniversity General 1.0,['Health Promotion'],"['10,000 steps', 'Physical activity', 'Community']","[{'id': 13441085, 'funder_name': None}]",0,2
19635138,CC BY 4.0,['Health Promotion'],"['car use', 'active travel', 'travel mode']",[],0,1
13402817,CQUniversity General 1.0,['Health Promotion'],"['Evidence-informed prevention policy', 'Modifiable risk factors', 'Osteoarthritis', 'Osteoporosis', 'Musculoskeletal conditions', 'Health promotion and prevention programs']","[{'id': 13402817, 'funder_name': None}]",0,0
14769897,CC BY 4.0,['Public health not elsewhere classified'],"['Spelproblem', 'spelvanor', 'spel om pengar', 'SWELOGS', 'REGAPS', 'förändringsfaktorer', 'kvalitativa intervjuer', 'folkhälsovetenskap', 'Public Health Approach', 'Gambling behaviour', 'Research Reports in Public Health Sciences', 'Public Health and Health Services not elsewhere classified']","[{'id': 14769897, 'funder_name': 'Swedish Research Council for Health Working Life and Welfare'}, {'id': 14769897, 'funder_name': 'Swedish Research Council for Health Working Life and Welfare'}, {'id': 14769897, 'funder_name': None}]",0,1
12732020,CC BY 4.0,"['Health care administration', 'Health and community services', 'Primary health care', 'Public health not elsewhere classified']","['Primary health care (MeSH)', 'Program Implementation', 'Vulnerable populations', 'health services access', 'health service delivery modalities', 'health service delivery model', 'Service access', 'Health Care', 'Health and Community Services', 'Primary Health Care', 'Public Health and Health Services not elsewhere classified']","[{'id': 12732020, 'funder_name': None}]",0,0
9958763,CC BY-NC 4.0,['Public health not elsewhere classified'],"['Alcohol duty', 'Taxation', 'Duty escalator', 'Alcohol policy', 'Public Health and Health Services not elsewhere classified']","[{'id': 9958763, 'funder_name': None}]",0,1
14286167,CC BY-ND 4.0,"['Preventative health care', 'Public health not elsewhere classified']","['university', 'students', 'mental health', 'Preventive Medicine', 'Public Health and Health Services not elsewhere classified']","[{'id': 14286167, 'funder_name': None}]",0,1
14821791,CC BY-NC-ND 4.0,"['Public health not elsewhere classified', 'Health care administration']","['Learning Health System', 'Healthcare Improvement', 'data utilisation', 'implementation science', 'Stakeholder priorities', 'Benchmarking', 'system level initiative', 'Embedded data', 'Public Health and Health Services not elsewhere classified', 'Health Care']","[{'id': 14821791, 'funder_name': None}]",0,1
6948893,CC BY-NC-ND 4.0,"['Aboriginal and Torres Strait Islander health and wellbeing not elsewhere classified', 'Preventative health care', 'Community child health', 'Foetal development and medicine', 'Health and community services', 'Mental health nursing', 'Midwifery not elsewhere classified', 'Obstetrics and gynaecology', 'Public health not elsewhere classified', 'Aboriginal and Torres Strait Islander medicine and treatments']","['First 1000\xa0days of life', 'Indigenous', 'Australian', 'Indonesian', 'Infant', 'Healthcare', 'Traditional', 'Agency', 'Aboriginal and Torres Strait Islander Health', 'Clinical Nursing: Primary (Preventative)', 'Community Child Health', 'Foetal Development and Medicine', 'Health and Community Services', 'Mental Health Nursing', 'Midwifery', 'Obstetrics and Gynaecology', 'Public Health and Health Services not elsewhere classified', 'Traditional Aboriginal and Torres Strait Islander Medicine and Treatments']","[{'id': 6948893, 'funder_name': None}]",0,1
14603280,CC BY-SA 4.0,['Public health not elsewhere classified'],"['COVID-19', 'Working from Home', 'Public Health and Health Services not elsewhere classified']","[{'id': 14603280, 'funder_name': None}, {'id': 14603280, 'funder_name': None}]",0,1
14900208,CC BY 4.0,"['Public health not elsewhere classified', 'Health policy', 'Public policy', 'Policy and administration not elsewhere classified']","['Health and Wellbeing Board', 'community engagement', 'public influence', 'public engagement', 'participation', 'partnership', 'Public Health and Health Services not elsewhere classified', 'Health Policy', 'Public Policy', 'Policy and Administration not elsewhere classified']","[{'id': 14900208, 'funder_name': None}]",3,1
11608440,Public Domain,"['Public health not elsewhere classified', 'Community psychology', 'Social psychology', 'Sport and leisure management', 'Applied sociology, program evaluation and social impact assessment']","['LGBT', 'sport', 'discrimination problem', 'quantitative', 'Homophobia', 'Gay men', 'Victimisation', 'Youth Organized sport', 'Team sport', 'Public Health and Health Services not elsewhere classified', 'Social and Community Psychology', 'Sport and Leisure Management', 'Applied Sociology, Program Evaluation and Social Impact Assessment']","[{'id': 11608440, 'funder_name': None}, {'id': 11608440, 'funder_name': None}, {'id': 11608440, 'funder_name': None}, {'id': 11608440, 'funder_name': None}]",1,3
14428805,CC BY 4.0,['Public health not elsewhere classified'],"['social prescribing', 'Third sector organisations', 'Public Health and Health Services not elsewhere classified']","[{'id': 14428805, 'funder_name': None}]",0,1
