id,license,categories,tags,funders,count_references,count_files
6233594,CC BY-NC-ND 4.0,"['Counselling psychology', 'Health psychology', 'Public health not elsewhere classified', 'Health care administration', 'Health and community services', 'Health promotion', 'Infrastructure engineering and asset management', 'Electrical energy generation (incl. renewables, excl. photovoltaics)', 'Electrical engineering not elsewhere classified', 'Environment policy', 'Urban policy', 'Public policy', 'Health policy', 'Education policy', 'Research, science and technology policy', 'Science, technology and engineering curriculum and pedagogy', 'Economic development policy', 'Water treatment processes', 'Water resources engineering', 'Food packaging, preservation and processing', 'Packaging, storage and transportation (excl. food and agricultural products)', 'Agriculture, land and farm management not elsewhere classified']","['australia', 'indonesia', 'research', 'collaboration', 'energy', 'health', 'infrastructure', 'water', 'food', 'agriculture', 'capacity building', 'Health, Clinical and Counselling Psychology', 'Public Health and Health Services not elsewhere classified', 'Health Care Administration', 'Health and Community Services', 'Health Promotion', 'Health Care', 'Infrastructure Engineering and Asset Management', 'Renewable Power and Energy Systems Engineering (excl. Solar Cells)', 'Power and Energy Systems Engineering (excl. Renewable Power)', 'Environment Policy', 'Urban Policy', 'Public Policy', 'Health Policy', 'Education Policy', 'Research, Science and Technology Policy', 'Science Policy', 'Economic Development Policy', 'Water Treatment Processes', 'Water Resources Engineering', 'Food Processing', 'Packaging, Storage and Transportation (excl. Food and Agricultural Products)', 'Agriculture, Land and Farm Management not elsewhere classified']","[{'id': 6233594, 'funder_name': None}]",1,1
13026827,CC BY 4.0,"['Public policy', 'Public health not elsewhere classified', 'Urban sociology and community studies', 'Community planning']","['Health inequity', 'participation', 'influence', 'power', 'local decision-making', 'determinants of health', 'health inequality', 'Public Policy', 'Public Health and Health Services not elsewhere classified', 'Urban Sociology and Community Studies', 'Community Planning']","[{'id': 13026827, 'funder_name': None}]",3,1
14560761,CC BY 4.0,['Public health not elsewhere classified'],"['social prescribing', 'loneliness', 'social isolation', 'public health', 'mixed methods', 'Public Health and Health Services not elsewhere classified']",[],0,2
13101491,CC BY-ND 4.0,"['Sociology and social studies of science and technology', 'Sociology not elsewhere classified', 'Health surveillance', 'Public health not elsewhere classified', 'Health policy', 'Communication technology and digital media studies', 'Media studies', 'Communications and media policy']","['antibiotic', 'public health', 'sociology of medicine', 'Sociology of health and illness', 'sociology', 'antimicrobial resistance', 'Sociology and Social Studies of Science and Technology', 'Sociology', 'Health Information Systems (incl. Surveillance)', 'Public Health and Health Services not elsewhere classified', 'Health Policy', 'Communication Technology and Digital Media Studies', 'Media Studies', 'Communications and Media Policy']","[{'id': 13101491, 'funder_name': 'Australian Research Council'}]",0,1
12497396,CC BY 4.0,"['Social policy', 'Clinical social work practice', 'Public health not elsewhere classified']","['Gambling problems', 'Spelproblem', 'Spel om pengar', 'Gambling', 'Socialtjänst', 'Hälso- och sjukvård', 'Research Reports in Public Health Sciences', 'Social Policy', 'Clinical Social Work Practice', 'Public Health and Health Services not elsewhere classified']","[{'id': 12497396, 'funder_name': None}]",1,1
19027958,CC BY-NC-SA 4.0,"['Transport planning', 'Community planning', 'Other built environment and design not elsewhere classified', 'Health promotion', 'Preventative health care', 'Public health not elsewhere classified', 'Econometric and statistical methods', 'Health economics']","['transport planning', 'health', 'active transport', 'health economics', 'Australian Urban Observatory', 'Transport Planning', 'Community Planning', 'Built Environment and Design not elsewhere classified', 'Health Promotion', 'Preventive Medicine', 'Public Health and Health Services not elsewhere classified', 'Econometric and Statistical Methods', 'Health Economics']","[{'id': 19027958, 'funder_name': None}]",2,1
16628989,CC BY 4.0,"['Health economics', 'Public health not elsewhere classified']","['Open data', 'Public health', 'Parkrun', 'Health Economics', 'Public Health and Health Services not elsewhere classified']",[],1,1
16782985,CC BY 4.0,"['Cardiology (incl. cardiovascular diseases)', 'Health and community services', 'Health promotion', 'Primary health care', 'Public health not elsewhere classified']","['communication vulnerability', 'NAH', 'questionnaires', 'guideline communication friendly measuring', 'leidraad communicatievriendelijk meten', 'vragenlijsten', 'Cardiology (incl. Cardiovascular Diseases)', 'Health and Community Services', 'Health Promotion', 'Primary Health Care', 'Public Health and Health Services not elsewhere classified']","[{'id': 16782985, 'funder_name': None}]",0,1
14428769,CC BY 4.0,['Public health not elsewhere classified'],"['Occupational Health', 'Berevement', 'Emergency workers', 'Public Health and Health Services not elsewhere classified']",[],0,1
19679769,CC BY 4.0,['Public health not elsewhere classified'],"['antimicrobial resistance information', 'health behaviours', 'Public Health and Health Services not elsewhere classified']",[],0,1
12440513,CC BY 4.0,['Public health not elsewhere classified'],"['Systematic reviews as topic', 'Meta-Analysis', 'PICO', 'Cross-Sectional Study', 'synthesis without meta-analysis', 'Narrative synthesis', 'Data extraction', 'Public Health and Health Services not elsewhere classified']","[{'id': 12440513, 'funder_name': None}, {'id': 12440513, 'funder_name': None}, {'id': 12440513, 'funder_name': None}]",1,1
13289318,CC BY-NC-ND 4.0,['Public health not elsewhere classified'],"['work injury', 'occupational health', ""workers' compensation"", 'Public Health and Health Services not elsewhere classified']","[{'id': 13289318, 'funder_name': None}, {'id': 13289318, 'funder_name': None}]",0,1
12792476,CC BY 4.0,"['Other health sciences not elsewhere classified', 'Public health not elsewhere classified']","['Data Management', 'Data Planning', 'Value Chain', 'Research Data Value Chain', 'Data Dictionary', 'Data Linkage', 'Data Sharing', 'Research Data Management', 'Data Governance', 'Research Data Governance', 'Medical and Health Sciences not elsewhere classified', 'Public Health and Health Services not elsewhere classified']",[],0,1
14237225,CC BY-ND 4.0,['Public health not elsewhere classified'],"['Systematic review;', 'public health and epidemiology', 'employment characteristics', 'Older adult', 'Public Health and Health Services not elsewhere classified']","[{'id': 14237225, 'funder_name': 'NIHR Evaluation Trials and Studies Coordinating Centre'}]",0,1
14562324,CC BY 4.0,"['Intensive care', 'Health care administration', 'Nursing not elsewhere classified', 'Public health not elsewhere classified']","['scoping review Objectives', 'Literature review', 'Nursing', 'Critical care', 'Low and middle income countrie', 'Intensive Care', 'Health Care Administration', 'Nursing not elsewhere classified', 'Public Health and Health Services not elsewhere classified']","[{'id': 14562324, 'funder_name': None}]",0,1
14428790,CC BY 4.0,['Public health not elsewhere classified'],"['bereavement support need', 'Third sector organisations', 'Public Health and Health Services not elsewhere classified']",[],0,1
6442874,CC BY-NC-ND 4.0,"['Health policy', 'Public health not elsewhere classified', 'Health economics', 'Primary health care', 'Health and community services', 'Health surveillance', 'Medicine, nursing and health curriculum and pedagogy', 'Health promotion', 'Community child health', 'Health care administration', 'Occupational and workplace health and safety']","['Health', 'Tobacco', 'Denpasar, Bali', 'Smoking', 'Policy Briefs', 'Results Summary', 'Health Policy', 'Public Health and Health Services not elsewhere classified', 'Health Economics', 'Primary Health Care', 'Health and Community Services', 'Health Information Systems (incl. Surveillance)', 'Medicine, Nursing and Health Curriculum and Pedagogy', 'Health Promotion', 'Community Child Health', 'Health Care', 'Environmental and Occupational Health and Safety']","[{'id': 6442874, 'funder_name': None}]",1,1
17193356,CC BY 4.0,"['Public health not elsewhere classified', 'Infectious diseases', 'Health surveillance']","['Wastewater', 'COVID-19', 'Public Health Surveillance', 'Ethics', 'Communication', 'Responsible Innovation', 'Public Health and Health Services not elsewhere classified', 'Infectious Diseases', 'Health Information Systems (incl. Surveillance)']","[{'id': 17193356, 'funder_name': None}, {'id': 17193356, 'funder_name': None}]",0,1
14723685,CC BY 4.0,"['Public health not elsewhere classified', 'Health care administration', 'Health surveillance', 'Health and community services']","['Real World Data', 'Public Health', 'Health Research', 'Health', 'Public Health and Health Services not elsewhere classified', 'Health Care', 'Health Information Systems (incl. Surveillance)', 'Health and Community Services']","[{'id': 14723685, 'funder_name': None}]",3,1
14428787,CC BY 4.0,['Public health not elsewhere classified'],"['Military', 'bereavement support programs', 'Third sector organisations', 'Public Health and Health Services not elsewhere classified']","[{'id': 14428787, 'funder_name': None}]",0,1
3979575,CC BY 4.0,['Public health not elsewhere classified'],"['Disinvestment', 'resource allocation', 'evaluation', 'health technology', 'Public Health and Health Services not elsewhere classified']","[{'id': 3979575, 'funder_name': None}]",0,1
12444548,CC BY 4.0,"['Other human society not elsewhere classified', 'Public health not elsewhere classified']","['Alcohol', 'Advertising', 'Sponsorship', 'Sport', 'Alcohol Marketing', 'Alcohol Regulation', 'Children', 'Young people', 'Studies in Human Society not elsewhere classified', 'Public Health and Health Services not elsewhere classified']","[{'id': 12444548, 'funder_name': None}]",0,1
14825604,CC BY-NC-ND 4.0,"['Health care administration', 'Public health not elsewhere classified']","['Learning Health System', 'Healthcare Improvement', 'Data utilisation', 'implementation science', 'Stakeholder priorities', 'Benchmarking', 'system level initiative', 'Embedded data', 'Health Care', 'Public Health and Health Services not elsewhere classified']","[{'id': 14825604, 'funder_name': None}]",0,1
12441917,CC BY 4.0,['Public health not elsewhere classified'],"['Protocol', 'Systematic reviews as topic', 'Cross-Sectional Study', 'PRISMA-P checklist', 'Public Health and Health Services not elsewhere classified']","[{'id': 12441917, 'funder_name': None}, {'id': 12441917, 'funder_name': None}, {'id': 12441917, 'funder_name': None}]",1,1
17124230,In Copyright,"['Nutrition and Dietetics not elsewhere classified', 'Public Nutrition Intervention', 'Health Policy', 'Health Economics']","['USDA', 'US Department of Agriculture', 'Supplemental Nutrition Assistance Program (SNAP)', 'SNAP', 'staple foods', 'food stores']","[{'id': 17124230, 'funder_name': None}, {'id': 17124230, 'funder_name': None}]",0,1
17124254,In Copyright,"['Nutrition and Dietetics not elsewhere classified', 'Public Nutrition Intervention', 'Health Policy', 'Taxation Law', 'Public Economics- Taxation and Revenue']","['sugar-sweetened beverages', 'beverage consumption', 'soda', 'energy drinks', 'sports drinks', 'tea and coffee', 'fruit drinks', 'nutrition', 'St. Louis County, MO', 'obesity', 'St. Louis City']","[{'id': 17124254, 'funder_name': None}]",0,1
18055703,In Copyright,"['Nutrition and Dietetics not elsewhere classified', 'Public Nutrition Intervention', 'Health Policy']","['noncaloric sweeteners', 'artificial sweeteners', 'volume sold', 'descriptive statistics', 'nutrition', 'Sugar-sweetened beverages (SSBs)']","[{'id': 18055703, 'funder_name': None}]",0,1
17124281,In Copyright,"['Nutrition and Dietetics not elsewhere classified', 'Public Nutrition Intervention', 'Health Policy', 'Public Economics- Taxation and Revenue', 'Taxation Law']","['added-sugar intake', 'sugar-sweetened beverages', 'beverage consumption', 'nutrition', 'St. Louis City', 'St. Louis County, MO', 'obesity']","[{'id': 17124281, 'funder_name': None}]",0,1
18056252,In Copyright,"['Nutrition and Dietetics not elsewhere classified', 'Public Nutrition Intervention', 'Public Economics- Taxation and Revenue', 'Taxation Law', 'Health Policy']","['retail food environment', 'fast-food restaurants', 'measurement', 'environmental audit', 'inter-rater reliability', 'nutrition', 'Sugar-sweetened beverages (SSBs)']","[{'id': 18056252, 'funder_name': None}]",0,1
18038660,In Copyright,"['Nutrition and Dietetics not elsewhere classified', 'Public Nutrition Intervention', 'Health Policy', 'Taxation Law', 'Public Economics- Taxation and Revenue']","['Sugar-sweetened beverages (SSBs)', 'sugary drinks', 'added sugar', 'beverage consumption', 'obesity', 'Seattle, WA']","[{'id': 18038660, 'funder_name': None}]",0,1
12931883,In Copyright,"['Health Policy', 'Education Policy', 'Public Policy', 'Psychology not elsewhere classified']","['autism spectrum disorder', 'autism', 'transition', 'employment', 'social inclusion', 'mental health', 'anxiety', 'depression']",[],0,1
17124218,In Copyright,"['Nutrition and Dietetics not elsewhere classified', 'Public Nutrition Intervention', 'Health Policy', 'Public Economics- Taxation and Revenue', 'Taxation Law']","['added-sugar intake', 'sugar-sweetened beverages', 'beverage consumption', 'nutrition', 'Cook County, IL', 'obesity']","[{'id': 17124218, 'funder_name': None}]",0,1
17124200,In Copyright,"['Public Nutrition Intervention', 'Nutrition and Dietetics not elsewhere classified', 'Health Policy', 'Public Economics- Taxation and Revenue', 'Taxation Law']","['sugar-sweetened beverages', 'beverage consumption', 'soda', 'energy drinks', 'sports drinks', 'tea and coffee', 'fruit drinks', 'nutrition', 'Cook County, IL', 'obesity']","[{'id': 17124200, 'funder_name': None}]",0,1
18055355,In Copyright,"['Nutrition and Dietetics not elsewhere classified', 'Public Nutrition Intervention', 'Taxation Law', 'Public Economics- Taxation and Revenue', 'Health Policy']","['tax', 'revenue', 'sweetened beverage tax', 'Sugar-sweetened beverages (SSBs)', 'Cook County, IL']","[{'id': 18055355, 'funder_name': None}]",0,1
16783819,In Copyright,"['Education Policy', 'Health Policy', 'Sociology and Social Studies of Science and Technology']","['state law', 'legal epidemiology', 'equity']","[{'id': 16783819, 'funder_name': None}]",0,2
19690432,CC BY-NC-ND 4.0,"['Clinical Psychology', 'Social and Community Psychology', 'Health Policy', 'Public Policy', 'Research, Science and Technology Policy']","['Autism', 'Mental health', 'Autism Spectrum Disorder', 'Wellbeing', 'Mental wellbeing', 'Suicide', 'Suicide prevention', 'Policy', 'Conference', 'ASfAR', 'Lived experience', 'Autistic culture', 'Neurodiversity', 'Health and wellbeing', 'Portuguese']","[{'id': 19690432, 'funder_name': None}, {'id': 19690432, 'funder_name': None}]",0,3
18039560,In Copyright,"['Nutrition and Dietetics not elsewhere classified', 'Public Nutrition Intervention', 'Taxation Law', 'Public Economics- Taxation and Revenue', 'Health Policy']","['tax pass-through', 'Sugar-sweetened beverages (SSBs)', 'artificially sweetened beverages', 'Cook County, IL']","[{'id': 18039560, 'funder_name': None}]",0,1
13525343,CC BY 4.0,"['Health and Community Services', 'Aboriginal and Torres Strait Islander Health', 'Aged Health Care', 'Health Policy']","['Health Services', 'Housing for the Elderly', 'Health Care Coalitions', 'Home Care Services', 'Public Health and Health Services']",[],0,1
13393430,CQUniversity Open Access 1.0,"['Aboriginal and Torres Strait Islander Policy', 'Race and Ethnic Relations', 'Health Policy']","['Indigenous People', 'Institutional Racism', 'Racial Discrimination', 'Human Rights', 'Public Health Administration']",[],0,3
15183453,In Copyright,"['Nutrition and Dietetics not elsewhere classified', 'Health Policy', 'Public Economics- Taxation and Revenue', 'Taxation Law']","['Revenue', 'SSB Tax', 'Sugar-sweetened beverages', 'Oakland']","[{'id': 15183453, 'funder_name': None}]",0,1
14265239,In Copyright,"['Health Policy', 'Public Policy', 'Research, Science and Technology Policy', 'Clinical Psychology']","['autism', 'autism spectrum disorder', 'mental health', 'anxiety', 'depression', 'insomnia', 'suicide', 'suicide prevention', 'suicide risk', 'treatment', 'research']","[{'id': 14265239, 'funder_name': None}, {'id': 14265239, 'funder_name': None}, {'id': 14265239, 'funder_name': None}, {'id': 14265239, 'funder_name': None}, {'id': 14265239, 'funder_name': None}, {'id': 14265239, 'funder_name': None}]",0,1
16960684,CC BY-NC 4.0,"['Health and Community Services', 'Counselling, Welfare and Community Services']","['HIV', 'hepatitis C', 'peer response', 'peer programs', 'peer organisations', 'organisational change']",[],0,1
16955287,CC BY-NC-SA 4.0,"['Aged Health Care', 'Cardiology (incl. Cardiovascular Diseases)', 'Central Nervous System', 'Geriatrics and Gerontology', 'Health and Community Services', 'Infectious Diseases', 'Mortality', 'Neurology and Neuromuscular Diseases', 'Respiratory Diseases']","['Mortality', 'Hospital Mortality', 'audit', 'Ireland', 'acute cases', 'data', 'healthcare system', 'in-hospital mortality data', 'National Quality Assurance Improvement System (NQAIS)', 'COVID-19', 'Coronavirus', 'SARS-CoV-2', 'Pandemics']",[],1,1
10770080,CC BY-NC-ND 4.0,"['Aged Health Care', 'Cardiology (incl. Cardiovascular Diseases)', 'Central Nervous System', 'Geriatrics and Gerontology', 'Health and Community Services', 'Neurology and Neuromuscular Diseases', 'Psychology and Cognitive Sciences not elsewhere classified']","['Cardiovascular Health', 'Ireland']",[],0,1
16964788,CC BY-NC-SA 4.0,"['Cardiology (incl. Cardiovascular Diseases)', 'Central Nervous System', 'Health and Community Services', 'Mortality', 'Neurology and Neuromuscular Diseases', 'Respiratory Diseases']","['hospital mortality', 'Avoidable deaths', 'hospital statistics', 'Auditory Brain Responses', 'quality indicator', 'Ireland']",[],2,2
16930006,CC BY-NC-SA 4.0,"['Aged Health Care', 'Central Nervous System', 'Geriatrics and Gerontology', 'Health and Community Services', 'Mortality', 'Neurology and Neuromuscular Diseases']","['Stroke', 'Audit', 'severe long-term adult disability', 'emotionally', 'socially', 'Health Service', 'economic costs', 'stroke services', 'health expenditure', 'Brain cells', 'ischaemic stroke', 'haemorrhagic stroke', 'Transient ischaemic attack (TIA)', 'blood vessels']",[],1,1
13293812,In Copyright,"['Health and Community Services', 'Residential Client Care']","['Housing First', 'substance use', 'homelessness', 'housing stability', 'social outcomes']",[],0,0
13463993,CQUniversity General 1.0,"['Health and Community Services', 'Chemotherapy']","['Psychosocial', 'Bereavement']","[{'id': 13463993, 'funder_name': None}]",0,0
13393604,CQUniversity Open Access 1.0,"['Health and Community Services', 'Mental Health']",['Health Education and Promotion'],[],0,0
10798769,CC BY-NC-SA 4.0,"['Aged Health Care', 'Central Nervous System', 'Geriatrics and Gerontology', 'Health and Community Services', 'Neurology and Neuromuscular Diseases']","['National Survey', 'Stroke', 'Survivors', 'Experiences', 'Documenting', 'Self-reported', 'Long term need', 'Systematic Review', 'Community re-integration', 'Post stroke', 'Qualitative synthesis', 'Ireland', 'Irish National Audit of Stroke Care', 'qualitative synthesis', 'Primary effects of stroke', 'Personal factors', 'Social factors', 'Relationships with professionals', 'psychological services', 'economical impact', 'Emotional distress', 'fatigue']","[{'id': 10798769, 'funder_name': None}]",1,1
16960705,CC BY-NC 4.0,"['Health and Community Services', 'Counselling, Welfare and Community Services']","['HIV', 'hepatitis C', 'peer response', 'application tools', 'templates', 'examples', 'case studies', 'peer workers']",[],0,1
16959025,CC BY-NC 4.0,"['Health and Community Services', 'Counselling, Welfare and Community Services']","['HIV', 'hepatitis C', 'peer response', 'peer work', 'program planning', 'organisational change']",[],0,1
16954909,CC BY-NC-SA 4.0,"['Aged Health Care', 'Cardiology (incl. Cardiovascular Diseases)', 'Central Nervous System', 'Geriatrics and Gerontology', 'Health and Community Services', 'Mortality', 'Neurology and Neuromuscular Diseases', 'Respiratory Diseases']","['hospital mortality', 'avoidable deaths', 'hospital statistics', 'audit', 'quality indicator', 'Ireland']",[],2,2
16962358,CC BY-NC-SA 4.0,"['Aged Health Care', 'Cardiology (incl. Cardiovascular Diseases)', 'Central Nervous System', 'Geriatrics and Gerontology', 'Health and Community Services', 'Mortality', 'Neurology and Neuromuscular Diseases', 'Respiratory Diseases']","['hospital mortality', 'avoidable deaths', 'hospital statistics', 'audit', 'quality indicator', 'Ireland']",[],1,1
10769726,CC BY-NC-ND 4.0,"['Aged Health Care', 'Cardiology (incl. Cardiovascular Diseases)', 'Central Nervous System', 'Geriatrics and Gerontology', 'Health and Community Services', 'Neurology and Neuromuscular Diseases', 'Psychology and Cognitive Sciences not elsewhere classified']","['Heart Diseases', 'Strokes']",[],0,1
19614069,CC BY-NC-SA 4.0,"['Land use and environmental planning', 'Urban analysis and development', 'Urban and regional planning not elsewhere classified', 'Urban planning and health', 'Social determinants of health', 'Community planning', 'Strategic, metropolitan and regional planning', 'Social epidemiology', 'Environmental epidemiology', 'Geospatial information systems and geospatial data modelling', 'Urban policy']","['Built Environment and Design not elsewhere classified', 'Urban Analysis and Development', 'Urban Policy', 'Urban Design', 'Epidemiology', 'Human Geography not elsewhere classified']","[{'id': 19614069, 'funder_name': 'National Health and Medical Research Council'}, {'id': 19614069, 'funder_name': 'National Health and Medical Research Council'}, {'id': 19614069, 'funder_name': 'National Institute of Diabetes and Digestive and Kidney Diseases'}, {'id': 19614069, 'funder_name': 'National Center for Chronic Disease Prevention and Health Promotion'}, {'id': 19614069, 'funder_name': None}]",3,2
19614057,CC BY-NC-SA 4.0,"['Land use and environmental planning', 'Urban analysis and development', 'Urban and regional planning not elsewhere classified', 'Urban planning and health', 'Social determinants of health', 'Community planning', 'Strategic, metropolitan and regional planning', 'Social epidemiology', 'Environmental epidemiology', 'Geospatial information systems and geospatial data modelling', 'Urban policy']","['Built Environment and Design not elsewhere classified', 'Urban Analysis and Development', 'Urban Policy', 'Urban Design', 'Epidemiology', 'Human Geography not elsewhere classified']","[{'id': 19614057, 'funder_name': 'National Health and Medical Research Council'}, {'id': 19614057, 'funder_name': 'National Health and Medical Research Council'}, {'id': 19614057, 'funder_name': 'National Institute of Diabetes and Digestive and Kidney Diseases'}, {'id': 19614057, 'funder_name': 'National Center for Chronic Disease Prevention and Health Promotion'}, {'id': 19614057, 'funder_name': None}]",3,2
19614012,CC BY-NC-SA 4.0,"['Land use and environmental planning', 'Urban analysis and development', 'Urban and regional planning not elsewhere classified', 'Urban planning and health', 'Social determinants of health', 'Community planning', 'Strategic, metropolitan and regional planning', 'Social epidemiology', 'Environmental epidemiology', 'Geospatial information systems and geospatial data modelling', 'Urban policy']","['Built Environment and Design not elsewhere classified', 'Urban Analysis and Development', 'Urban Policy', 'Urban Design', 'Epidemiology', 'Human Geography not elsewhere classified']","[{'id': 19614012, 'funder_name': 'National Health and Medical Research Council'}, {'id': 19614012, 'funder_name': 'National Health and Medical Research Council'}, {'id': 19614012, 'funder_name': 'National Institute of Diabetes and Digestive and Kidney Diseases'}, {'id': 19614012, 'funder_name': 'National Center for Chronic Disease Prevention and Health Promotion'}, {'id': 19614012, 'funder_name': None}]",3,3
19614054,CC BY-NC-SA 4.0,"['Land use and environmental planning', 'Urban analysis and development', 'Urban and regional planning not elsewhere classified', 'Urban planning and health', 'Social determinants of health', 'Community planning', 'Strategic, metropolitan and regional planning', 'Social epidemiology', 'Environmental epidemiology', 'Geospatial information systems and geospatial data modelling', 'Urban policy']","['Built Environment and Design not elsewhere classified', 'Urban Analysis and Development', 'Urban Policy', 'Urban Design', 'Epidemiology', 'Human Geography not elsewhere classified']","[{'id': 19614054, 'funder_name': 'National Health and Medical Research Council'}, {'id': 19614054, 'funder_name': 'National Health and Medical Research Council'}, {'id': 19614054, 'funder_name': 'National Institute of Diabetes and Digestive and Kidney Diseases'}, {'id': 19614054, 'funder_name': 'National Center for Chronic Disease Prevention and Health Promotion'}, {'id': 19614054, 'funder_name': None}]",3,3
19614048,CC BY-NC-SA 4.0,"['Land use and environmental planning', 'Urban analysis and development', 'Urban and regional planning not elsewhere classified', 'Urban planning and health', 'Social determinants of health', 'Community planning', 'Strategic, metropolitan and regional planning', 'Social epidemiology', 'Environmental epidemiology', 'Geospatial information systems and geospatial data modelling', 'Urban policy']","['Built Environment and Design not elsewhere classified', 'Urban Analysis and Development', 'Urban Policy', 'Urban Design', 'Epidemiology', 'Human Geography not elsewhere classified']","[{'id': 19614048, 'funder_name': 'National Health and Medical Research Council'}, {'id': 19614048, 'funder_name': 'National Health and Medical Research Council'}, {'id': 19614048, 'funder_name': 'National Institute of Diabetes and Digestive and Kidney Diseases'}, {'id': 19614048, 'funder_name': 'National Center for Chronic Disease Prevention and Health Promotion'}, {'id': 19614048, 'funder_name': None}]",3,4
19614039,CC BY-NC-SA 4.0,"['Land use and environmental planning', 'Urban analysis and development', 'Urban and regional planning not elsewhere classified', 'Urban planning and health', 'Social determinants of health', 'Community planning', 'Strategic, metropolitan and regional planning', 'Social epidemiology', 'Environmental epidemiology', 'Geospatial information systems and geospatial data modelling', 'Urban policy']","['Built Environment and Design not elsewhere classified', 'Urban Analysis and Development', 'Urban Policy', 'Urban Design', 'Epidemiology', 'Human Geography not elsewhere classified']","[{'id': 19614039, 'funder_name': 'National Health and Medical Research Council'}, {'id': 19614039, 'funder_name': 'National Health and Medical Research Council'}, {'id': 19614039, 'funder_name': 'National Institute of Diabetes and Digestive and Kidney Diseases'}, {'id': 19614039, 'funder_name': 'National Center for Chronic Disease Prevention and Health Promotion'}, {'id': 19614039, 'funder_name': None}]",3,3
19614015,CC BY-NC-SA 4.0,"['Land use and environmental planning', 'Urban analysis and development', 'Urban and regional planning not elsewhere classified', 'Urban planning and health', 'Social determinants of health', 'Community planning', 'Strategic, metropolitan and regional planning', 'Social epidemiology', 'Environmental epidemiology', 'Geospatial information systems and geospatial data modelling', 'Urban policy']","['Built Environment and Design not elsewhere classified', 'Urban Analysis and Development', 'Urban Policy', 'Urban Design', 'Epidemiology', 'Human Geography not elsewhere classified']","[{'id': 19614015, 'funder_name': 'National Health and Medical Research Council'}, {'id': 19614015, 'funder_name': 'National Health and Medical Research Council'}, {'id': 19614015, 'funder_name': 'National Institute of Diabetes and Digestive and Kidney Diseases'}, {'id': 19614015, 'funder_name': 'National Center for Chronic Disease Prevention and Health Promotion'}, {'id': 19614015, 'funder_name': None}]",3,2
19614021,CC BY-NC-SA 4.0,"['Land use and environmental planning', 'Urban analysis and development', 'Urban and regional planning not elsewhere classified', 'Urban planning and health', 'Social determinants of health', 'Community planning', 'Strategic, metropolitan and regional planning', 'Social epidemiology', 'Environmental epidemiology', 'Geospatial information systems and geospatial data modelling', 'Urban policy']","['Built Environment and Design not elsewhere classified', 'Urban Analysis and Development', 'Urban Policy', 'Urban Design', 'Epidemiology', 'Human Geography not elsewhere classified']","[{'id': 19614021, 'funder_name': 'National Health and Medical Research Council'}, {'id': 19614021, 'funder_name': 'National Health and Medical Research Council'}, {'id': 19614021, 'funder_name': 'National Institute of Diabetes and Digestive and Kidney Diseases'}, {'id': 19614021, 'funder_name': 'National Center for Chronic Disease Prevention and Health Promotion'}, {'id': 19614021, 'funder_name': None}]",3,4
19614033,CC BY-NC-SA 4.0,"['Land use and environmental planning', 'Urban analysis and development', 'Urban and regional planning not elsewhere classified', 'Urban planning and health', 'Social determinants of health', 'Community planning', 'Strategic, metropolitan and regional planning', 'Social epidemiology', 'Environmental epidemiology', 'Geospatial information systems and geospatial data modelling', 'Urban policy']","['Built Environment and Design not elsewhere classified', 'Urban Analysis and Development', 'Urban Policy', 'Urban Design', 'Epidemiology', 'Human Geography not elsewhere classified']","[{'id': 19614033, 'funder_name': 'National Health and Medical Research Council'}, {'id': 19614033, 'funder_name': 'National Health and Medical Research Council'}, {'id': 19614033, 'funder_name': 'National Institute of Diabetes and Digestive and Kidney Diseases'}, {'id': 19614033, 'funder_name': 'National Center for Chronic Disease Prevention and Health Promotion'}, {'id': 19614033, 'funder_name': None}]",3,3
